0.0952381,1100,0.28026,0.34911,0.3165,0.327116230107899
0.0952381,1150,0.27456,0.32281,0.29898,0.294996460029698
0.0952381,1200,0.26756,0.29739,0.28248,0.269158912437411
0.0952381,1250,0.24106,0.27339,0.25731,0.251252034068481
0.0952381,1300,0.22894,0.24465,0.23692,0.238347328944493
0.0952381,1350,0.21094,0.23156,0.22187,0.227626698162549
0.0952381,1400,0.21656,0.23345,0.2257,0.218090112469798
0.5039683,1100,0.26134,0.2822,0.27182,0.277629409898845
0.5039683,1150,0.25167,0.27041,0.26105,0.262292904921104
0.5039683,1200,0.24112,0.25879,0.24995,0.250183893064578
0.5039683,1250,0.22969,0.2473,0.23849,0.240676110579932
0.5039683,1300,0.21727,0.23598,0.22666,0.233103684258672
0.5039683,1350,0.20751,0.2264,0.21706,0.226927279020228
0.5039683,1400,0.19942,0.21669,0.20822,0.221778637017201
1.2539683,1100,0.2524,0.26482,0.25862,0.255213619044838
1.2539683,1150,0.24564,0.25733,0.25148,0.246497711539463
1.2539683,1200,0.23834,0.24959,0.24396,0.239348666360013
1.2539683,1250,0.23086,0.24195,0.23641,0.233461227034526
1.2539683,1300,0.22286,0.23409,0.22848,0.228575272091143
1.2539683,1350,0.21516,0.22684,0.22101,0.224486178227835
1.2539683,1400,0.20763,0.22014,0.21392,0.221043228312986
1.75,1100,0.24907,0.25948,0.25429,0.248770955727984
1.75,1150,0.2437,0.25358,0.24864,0.241986828772441
1.75,1200,0.23768,0.24723,0.24246,0.236352757045055
1.75,1250,0.2316,0.24101,0.2363,0.231654971896358
1.75,1300,0.22542,0.23485,0.23014,0.227717274763673
1.75,1350,0.21895,0.22858,0.22377,0.224401477368921
1.75,1400,0.2127,0.22273,0.21773,0.221603827266481
